ReviewPriority,State,DivisionID,Electorate,EliminatedModelCategory,FinishPosition,AliveModelCategoriesAfter,CandidateCount,InternalCandidateExclusions,LastSurvivorCandidate,LastSurvivorSubtype,LastSurvivorIdeologyFamily,LastSurvivorPrimaryCoverage,DefaultEvidenceMultiplier,TotalVariationDistance,MaximumRecipientDelta,ObservedDominantRecipient,PassThroughDominantRecipient,DominantRecipientChanged,DefaultMethod
CRITICAL,SA,187,Makin,OTH,5,ALP>LNP>GRN>ON,4,3,Mark Aldridge,OTH_CYA,RIGHT,0.37970962857397345,0.37970962857397345,0.1818781010398257,0.1818781010398257,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NSW,125,Hume,OTH,5,ALP>LNP>GRN>ON,4,3,Peter Mclean,IND_MINOR,CENTRE_LEFT,0.35890588330500933,0.35890588330500933,0.18099970519375674,0.14529190249905044,ALP,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,QLD,177,Ryan,OTH,5,ALP>LNP>GRN>ON,4,3,N De Lapp,OTH_GRPF,RIGHT,0.3929154423767548,0.3929154423767548,0.18018225634749224,0.18018225634749224,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,ACT,101,Canberra,OTH,5,ALP>LNP>GRN>IND,2,1,Teresa Mctaggart,OTH_AJP,CENTRE_LEFT,0.507258064516129,0.507258064516129,0.17861119040822154,0.10701184698829574,GRN,IND,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,QLD,252,Dickson,OTH,6,ALP>LNP>GRN>ON>IND,4,3,David Zaloudek,OTH_HMP,CENTRE_LEFT,0.36487322201607914,0.36487322201607914,0.1768297426645568,0.13259322510655272,IND,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NSW,122,Greenway,OTH,5,ALP>LNP>GRN>ON,3,2,Robert Stuckey,IND_MINOR,CENTRE,0.3870092790863669,0.3870092790863669,0.17257175853523565,0.15281959977963633,GRN,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,QLD,159,Fadden,OTH,5,ALP>LNP>GRN>ON,5,4,John Armfield,OTH_GRPF,RIGHT,0.3088180112570357,0.3088180112570357,0.1703389056362474,0.17033890563624737,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NSW,135,New England,OTH,5,ALP>LNP>GRN>ON,3,2,Natasha Ledger,IND_MINOR,CENTRE,0.38573508005822416,0.38573508005822416,0.1681118124393213,0.1556527384664259,ALP,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,SA,185,Hindmarsh,OTH,5,ALP>LNP>GRN>ON,5,4,Andrew Townsend,OTH_CYA,RIGHT,0.4157537819509651,0.4157537819509651,0.16640150442967344,0.1664015044296735,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NSW,103,Banks,OTH,5,ALP>LNP>GRN>ON,4,3,Allan Taruste,OTH_CYA,RIGHT,0.39017176657945624,0.39017176657945624,0.16546671416136094,0.165466714161361,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,WA,248,Tangney,OTH,5,ALP>LNP>GRN>ON,2,1,James Rai,OTH_AUC,RIGHT,0.5043009185012393,0.5043009185012393,0.16296912113169837,0.1260707167705071,LNP,LNP,False,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NSW,121,Grayndler,OTH,5,ALP>LNP>GRN>ON,2,1,David Bradbury,IND_MINOR,CENTRE_LEFT,0.5974388824214203,0.5974388824214203,0.16203163518719654,0.12551915610736017,GRN,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NSW,151,Warringah,OTH,6,ALP>LNP>GRN>ON>IND,3,2,Sean Mcleod,OTH_LTP,RIGHT,0.3675464320625611,0.3675464320625611,0.15068701335040222,0.1506870133504022,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,WA,329,Bullwinkel,OTH,5,ALP>LNP>GRN>ON,2,1,Penelope Rose Young,OTH_HMP,CENTRE_LEFT,0.6155105860334542,0.6155105860334542,0.13986477967735655,0.11544545275345144,GRN,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,WA,305,Hasluck,OTH,5,ALP>LNP>GRN>ON,3,2,Leo Treasure,OTH_HMP,CENTRE_LEFT,0.5255617062845979,0.5255617062845979,0.13881662676843398,0.1028733184944236,GRN,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,VIC,226,McEwen,OTH,5,ALP>LNP>GRN>ON,5,4,Tom Forrest,OTH_HMP,CENTRE_LEFT,0.3112628510050637,0.3112628510050637,0.1387787837601615,0.11728267226294076,GRN,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,VIC,208,Corio,OTH,5,ALP>LNP>GRN>ON,2,1,John De Lorenzo,IND_MINOR,CENTRE,0.5504972685250035,0.5504972685250035,0.1367901761121409,0.1367901761121409,ON,GRN,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NSW,113,Cowper,OTH,5,ALP>LNP>ON>IND,6,5,Megan Mathew,OTH_HMP,CENTRE_LEFT,0.4667622289912202,0.4667622289912202,0.13494757143159986,0.12476096014910848,IND,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,WA,240,Fremantle,OTH,6,ALP>LNP>GRN>ON>IND,2,1,Joshua Last,OTH_SAL,LEFT,0.5099894847528917,0.5099894847528917,0.13410751351541522,0.13410751351541522,GRN,IND,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NSW,250,Riverina,OTH,5,ALP>LNP>ON>IND,8,7,James Gooden,IND_MINOR,CENTRE_RIGHT,0.2357308584686775,0.2357308584686775,0.13130693527239756,0.08966444794176759,IND,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,WA,243,O'Connor,OTH,5,ALP>LNP>GRN>ON,3,2,Philip Arnatt,OTH_HMP,CENTRE_LEFT,0.5056242969628797,0.5056242969628797,0.13070243346879123,0.12166597367977061,GRN,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,WA,317,Burt,OTH,5,ALP>LNP>GRN>ON,3,2,Fiona Caruso,OTH_HMP,CENTRE_LEFT,0.4603629417382999,0.4603629417382999,0.13046847095467146,0.09133422879372288,ALP,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,VIC,233,Wannon,OTH,6,ALP>LNP>GRN>ON>IND,4,3,Robbie Swan,OTH_HMP,CENTRE_LEFT,0.3951854261548471,0.3951854261548471,0.13012205972065444,0.09355924319640405,IND,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NSW,148,Shortland,OTH,5,ALP>LNP>GRN>ON,3,2,James Pheils,IND_MINOR,CENTRE_LEFT,0.5065893516078018,0.5065893516078018,0.12853509704247199,0.10636951521448595,ALP,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,VIC,220,Jagajaga,OTH,4,ALP>LNP>GRN,3,2,Chris Kearney,IND_MINOR,LEFT,0.5461945031712474,0.5461945031712474,0.11849489033190652,0.11849489033190652,GRN,LNP,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NSW,249,Paterson,OTH,6,ALP>LNP>GRN>ON>IND,5,4,Daniel Dryden,OTH_HMP,CENTRE_LEFT,0.3586716493969764,0.3586716493969764,0.11748140104963765,0.10056484399406485,GRN,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NSW,153,Werriwa,OTH,5,ALP>LNP>GRN>ON,5,4,Andrew Charles Murphy,OTH_HMP,CENTRE_LEFT,0.2594991364421416,0.2594991364421416,0.10778806678890968,0.08858552285532043,GRN,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,VIC,322,Macnamara,OTH,5,ALP>LNP>GRN>ON,2,1,JB Myers,IND_MINOR,CENTRE,0.5863057324840765,0.5863057324840765,0.10477287965135766,0.08439490445859871,GRN,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NSW,108,Bradfield,OTH,5,ALP>LNP>GRN>IND,3,2,Andy Yin,IND_MINOR,CENTRE,0.6461731493099122,0.6461731493099122,0.09332952474802905,0.07573689441515707,ALP,LNP,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NSW,115,Dobell,OTH,5,ALP>LNP>GRN>ON,4,3,Tim Claydon,OTH_HMP,CENTRE_LEFT,0.45683621091927207,0.45683621091927207,0.09109232777605558,0.07276322086748777,ALP,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NT,306,Lingiari,OTH,5,ALP>LNP>GRN>ON,2,1,Chris Tomlins,OTH_IAP,LEFT,0.563061137238136,0.563061137238136,0.07545118211228298,0.06119895551747778,GRN,ALP,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NSW,251,Watson,OTH,5,ALP>LNP>GRN>IND,4,3,Vanessa Hadchiti,OTH_LTP,RIGHT,0.43381277425646025,0.43381277425646025,0.07291325410784578,0.06905904585851166,IND,LNP,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,VIC,216,Holt,OTH,5,ALP>LNP>GRN>ON,2,1,Shane Foreman,OTH_FFPA,RIGHT,0.5221550855991943,0.5221550855991943,0.059973114986947074,0.05735197261138095,ON,GRN,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,NSW,146,Robertson,OTH,5,ALP>LNP>GRN>ON,3,2,Tom Lillicrap,OTH_HMP,CENTRE_LEFT,0.38555678059536935,0.38555678059536935,0.05161029533679384,0.04542677576648024,GRN,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,VIC,221,Kooyong,OTH,6,ALP>LNP>GRN>ON>IND,2,1,Richard Peppard,OTH_LTP,RIGHT,0.5675259715275106,0.5675259715275106,0.04470669063928409,0.044706690639284064,LNP,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
CRITICAL,WA,236,Canning,OTH,5,ALP>LNP>GRN>ON,2,1,Paul Gullan,OTH_HMP,CENTRE_LEFT,0.8515068493150685,0.8515068493150685,0.02459917666695803,0.02459917666695799,GRN,ON,True,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,QLD,166,Hinkler,OTH,5,ALP>LNP>GRN>ON,3,2,Robert Blohberger,OTH_CYA,RIGHT,0.3768193588713278,0.3768193588713278,0.14780454214943087,0.14780454214943084,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,NSW,132,Mackellar,OTH,6,ALP>LNP>GRN>ON>IND,4,3,Lisa Cotton,IND_MINOR,CENTRE_RIGHT,0.35143818849449204,0.35143818849449204,0.14440555595468813,0.11867437937702119,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,NSW,120,Gilmore,OTH,6,ALP>LNP>GRN>ON>IND,3,2,Adrian Richard Carle,OTH_HMP,CENTRE_LEFT,0.4793119479311948,0.4793119479311948,0.14136658431558485,0.11661550917646141,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,QLD,304,Blair,OTH,5,ALP>LNP>GRN>ON,6,5,Anthony Hopkins,OTH_HMP,CENTRE_LEFT,0.2834824974845099,0.2834824974845099,0.13908806582968478,0.11630703005302473,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,QLD,155,Bowman,OTH,5,ALP>LNP>GRN>ON,3,2,Gary Williamson,OTH_CYA,RIGHT,0.3693524096385542,0.3693524096385542,0.13293806590925822,0.11515593944004127,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,QLD,310,Bonner,OTH,5,ALP>LNP>GRN>ON,4,3,Ross Dovey,OTH_FFPA,RIGHT,0.3231777420096574,0.3231777420096574,0.1318015825688944,0.07518332947181768,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,VIC,323,Monash,IND,3,ALP>LNP,2,1,Deb Leonard,IND_PROMINENT,CENTRE_LEFT,0.6265055934808249,0.6265055934808249,0.1307070224046309,0.13070702240463095,ALP,ALP,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,VIC,323,Monash,OTH,6,ALP>LNP>GRN>ON>IND,3,2,David O'Reilly,OTH_HMP,CENTRE_LEFT,0.44401008827238336,0.44401008827238336,0.1276881021778734,0.0857188669426096,IND,IND,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,QLD,156,Brisbane,OTH,5,ALP>LNP>GRN>ON,4,3,Joseph Wheeler,OTH_GRPF,RIGHT,0.41110723017813483,0.41110723017813483,0.1258225087654792,0.12582250876547924,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,QLD,311,Flynn,OTH,4,ALP>LNP>ON,5,4,Lance Price,OTH_GRPF,RIGHT,0.3597415449094825,0.3597415449094825,0.12454585056558579,0.12454585056558576,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,QLD,173,Moreton,OTH,5,ALP>LNP>GRN>ON,4,3,Natarsha Billing,OTH_GRPF,RIGHT,0.3211626575028637,0.3211626575028637,0.12384821824911905,0.12384821824911907,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,QLD,168,Leichhardt,OTH,5,ALP>LNP>GRN>ON,6,5,Daniel Collins,OTH_KAP,CENTRE_RIGHT,0.33499050385431794,0.33499050385431794,0.12377219401506286,0.12102626110749437,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,WA,244,Pearce,OTH,5,ALP>LNP>GRN>ON,2,1,Ramon Granados Rangel,OTH_HMP,CENTRE_LEFT,0.6721880579250149,0.6721880579250149,0.12372451159200325,0.09633454565835214,GRN,GRN,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,NSW,109,Calare,OTH,5,ALP>LNP>ON>IND,4,3,Sue Raye,OTH_HMP,CENTRE_LEFT,0.42805718399670883,0.42805718399670883,0.12172735159240772,0.07784220795410884,IND,IND,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,WA,247,Swan,OTH,5,ALP>LNP>GRN>ON,2,1,Shelley Leech,OTH_HMP,CENTRE_LEFT,0.5390182918805106,0.5390182918805106,0.12161085260722856,0.12161085260722854,GRN,GRN,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,QLD,316,Wright,OTH,5,ALP>LNP>GRN>ON,4,3,Justin Mcguiness,OTH_GRPF,RIGHT,0.3439113534837849,0.3439113534837849,0.1198124773892254,0.1198124773892254,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,VIC,309,Gorton,OTH,5,ALP>LNP>GRN>ON,3,2,Xavier Menta,OTH_HMP,CENTRE_LEFT,0.5388357519788918,0.5388357519788918,0.11508197952129615,0.0650514530335623,ALP,ALP,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,VIC,217,Hotham,OTH,5,ALP>LNP>GRN>ON,2,1,Mark Brown,OTH_FFPA,RIGHT,0.5750880563560679,0.5750880563560679,0.1133390826411751,0.11333908264117509,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,VIC,328,Corangamite,OTH,4,ALP>LNP>GRN,4,3,Kate Lockhart,IND_MINOR,LEFT,0.3986899563318777,0.3986899563318777,0.11178790218005853,0.11178790218005857,GRN,GRN,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,QLD,176,Rankin,OTH,5,ALP>LNP>GRN>ON,4,3,Carol Ordish,OTH_FFPA,RIGHT,0.31624631509990175,0.31624631509990175,0.11174154234710956,0.11174154234710956,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,VIC,324,Nicholls,OTH,5,ALP>LNP>GRN>ON,3,2,Glenn Francis Floyd,OTH_CYA,RIGHT,0.4629561029820337,0.4629561029820337,0.10486886463607244,0.10486886463607242,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,VIC,210,Dunkley,OTH,5,ALP>LNP>GRN>ON,4,3,Lisa Abbott,OTH_HMP,CENTRE_LEFT,0.43870805790310435,0.43870805790310435,0.10321800646734179,0.06084568835757165,GRN,GRN,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,WA,237,Cowan,OTH,5,ALP>LNP>GRN>ON,4,3,John Bell,OTH_HMP,CENTRE_LEFT,0.3193990347189787,0.3193990347189787,0.10260030112160146,0.07374149439469246,GRN,GRN,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,QLD,178,Wide Bay,OTH,5,ALP>LNP>GRN>ON,3,2,Kirsti Kenningale,OTH_FFPA,RIGHT,0.3594562175129948,0.3594562175129948,0.10234218103842613,0.10234218103842613,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,SA,186,Kingston,OTH,5,ALP>LNP>GRN>ON,3,2,Russell Patrick Jackson,OTH_CYA,RIGHT,0.4260433715220949,0.4260433715220949,0.10178480068622688,0.09331037001779208,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,NSW,136,Newcastle,OTH,5,ALP>LNP>GRN>ON,4,3,Jennifer Stefanac,OTH_CYA,RIGHT,0.4425722145804677,0.4425722145804677,0.10141331152335277,0.09355862051873054,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
HIGH,NSW,105,Bennelong,OTH,5,ALP>LNP>GRN>ON,4,3,Eric Chan,OTH_FFPA,RIGHT,0.3204108681245858,0.3204108681245858,0.10022122901687619,0.09154172708112229,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,VIC,234,Wills,OTH,4,ALP>LNP>GRN,4,3,Sue Bolton,OTH_SAL,LEFT,0.6329859863456702,0.6329859863456702,0.09869028269835162,0.09869028269835167,GRN,GRN,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,NSW,107,Blaxland,OTH,6,ALP>LNP>GRN>ON>IND,2,1,Mike Luo,OTH_LTP,RIGHT,0.5232044198895027,0.5232044198895027,0.09641561413280741,0.09641561413280741,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,QLD,160,Fairfax,OTH,6,ALP>LNP>GRN>ON>IND,3,2,Rhys Sanderson,OTH_FFPA,RIGHT,0.43872154518280065,0.43872154518280065,0.09638643760231543,0.09417067934716017,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,NSW,114,Cunningham,OTH,5,ALP>LNP>GRN>ON,2,1,Tim Lavers,OTH_AJP,CENTRE_LEFT,0.6478214665249734,0.6478214665249734,0.09398999772122865,0.09398999772122862,GRN,GRN,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,VIC,320,Cooper,OTH,4,ALP>LNP>GRN,2,1,Kath Larkin,OTH_VNS,LEFT,0.6751573269403656,0.6751573269403656,0.09375589867128482,0.09375589867128487,GRN,GRN,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,VIC,223,La Trobe,OTH,5,ALP>LNP>GRN>ON,2,1,Gregory Thomas Hardiman,OTH_CYA,RIGHT,0.5600710900473934,0.5600710900473934,0.09362552082587591,0.09017160407210667,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,VIC,228,Melbourne,OTH,4,ALP>LNP>GRN,3,2,Anthony Koutoufides,IND_MINOR,CENTRE,0.47501853224610824,0.47501853224610824,0.09277288171265634,0.09277288171265635,LNP,LNP,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,VIC,321,Fraser,OTH,4,ALP>LNP>GRN,2,1,Jasmine Duff,OTH_VNS,LEFT,0.596,0.596,0.09069656785588637,0.09069656785588642,GRN,GRN,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,TAS,196,Lyons,OTH,5,ALP>LNP>GRN>ON,4,3,Carlo Di Falco,OTH_ASP,CENTRE_RIGHT,0.3432969215491559,0.3432969215491559,0.089538359249906,0.0861077034518303,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,QLD,161,Fisher,OTH,6,ALP>LNP>GRN>ON>IND,3,2,James Pidgeon,OTH_GRPF,RIGHT,0.49222849222849224,0.49222849222849224,0.08839791351002113,0.08839791351002113,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,SA,182,Boothby,OTH,5,ALP>LNP>GRN>ON,2,1,Nicole Hussey,OTH_CYA,RIGHT,0.5802535261560435,0.5802535261560435,0.08415046540916918,0.08415046540916915,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,NSW,138,Page,OTH,5,ALP>LNP>GRN>ON,7,6,Donna Lee Pike,OTH_CYA,RIGHT,0.21820346803601995,0.21820346803601995,0.08152266417620342,0.08152266417620344,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,SA,190,Sturt,OTH,6,ALP>LNP>GRN>ON>IND,2,1,Nicholas Duffield,OTH_CYA,RIGHT,0.5282433271260087,0.5282433271260087,0.07954681368395794,0.05807011931955686,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,NSW,126,Hunter,OTH,5,ALP>LNP>GRN>ON,5,4,Andrew David Fenwick,OTH_HMP,CENTRE_LEFT,0.34266497000545354,0.34266497000545354,0.07898674673835789,0.07898674673835787,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,VIC,326,Hawke,OTH,5,ALP>LNP>GRN>ON,3,2,Devon Starbuck,OTH_HMP,CENTRE_LEFT,0.4462161696259266,0.4462161696259266,0.07636028700483749,0.06994974213646532,GRN,GRN,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,NSW,111,Chifley,OTH,5,ALP>LNP>GRN>ON,4,3,Jamie Green,OTH_FFPA,RIGHT,0.5005158990713817,0.5005158990713817,0.07614570527349694,0.07614570527349696,GRN,GRN,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,QLD,175,Petrie,OTH,5,ALP>LNP>GRN>ON,2,1,Ryan Mensink,OTH_CYA,RIGHT,0.5572074215033301,0.5572074215033301,0.07571703466736394,0.0757170346673639,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,SA,180,Barker,OTH,5,ALP>LNP>GRN>ON,5,4,Cody Scholes,IND_MINOR,CENTRE_LEFT,0.24418987967694084,0.24418987967694084,0.07343164428394107,0.07142960964979031,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,VIC,203,Calwell,OTH,6,ALP>LNP>GRN>ON>IND,6,5,Gianni Del Rosario-Makridis,OTH_HMP,CENTRE_LEFT,0.25906688536540917,0.25906688536540917,0.07292562027905695,0.07292562027905694,IND,IND,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,NSW,104,Barton,OTH,5,ALP>LNP>GRN>ON,2,1,Thomas Pambris,OTH_CYA,RIGHT,0.5273054057790681,0.5273054057790681,0.07202998092591864,0.06637979944000216,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,NT,307,Solomon,OTH,6,ALP>LNP>GRN>ON>IND,2,1,Janey Davies,IND_MINOR,CENTRE,0.668918918918919,0.668918918918919,0.07021240641930296,0.07021240641930299,IND,IND,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,NSW,140,Parramatta,OTH,5,ALP>LNP>GRN>ON,4,3,Ganesh Loke,OTH_CYA,RIGHT,0.3770820481184454,0.3770820481184454,0.06969401122619329,0.06218066838928915,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,NSW,131,Macarthur,OTH,5,ALP>LNP>GRN>ON,3,2,Graham Ernest Charlesworth,OTH_FFPA,RIGHT,0.49101796407185627,0.49101796407185627,0.06934757178100276,0.05899587028393244,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,NSW,139,Parkes,OTH,4,ALP>LNP>ON,6,5,Stephen Pope,OTH_ASP,CENTRE_RIGHT,0.31339901022154387,0.31339901022154387,0.06910918275234763,0.06910918275234762,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,QLD,172,Moncrieff,OTH,6,ALP>LNP>GRN>ON>IND,4,3,Vic Naicker,OTH_CYA,RIGHT,0.3816901408450704,0.3816901408450704,0.06733583599805026,0.06029101346011687,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
